name_en,name_sl,other_names_en,other_names_sl,family_name_en,family_name_sl,given_name_en,given_name_sl,additional_name_en,additional_name_sl,honorific_prefix_en,honorific_prefix_sl,honorific_suffix_en,honorific_suffix_sl,patronymic_name_en,patronymic_name_sl,gender_en,gender_sl,summary_en,summary_sl,biography_en,biography_sl,national_identity_en,national_identity_sl,birth_date,death_date,image,contact_twitter,contact_email,contact_cell,contact_voice,contact_fax,contact_address,link_facebook,link_wikipedia,link_officialWebsite,person_id,other_names_id,contact_twitter_id,contact_email_id,contact_cell_id,contact_voice_id,contact_fax_id,contact_address_id,link_facebook_id,link_wikipedia_id,link_officialWebsite_id
A person's preferred full name,A person's preferred full name in another language.,"An alternate name, such as a pseudonym",,Surname.,,Primary given name,,Secondary given name,,Honorific preceding a given name,,Honorific following a person's name,,Patronymic name,,Male/Female,,Brief summary of individual,,Biography of individual,,National identity of individual,,dd-mm-yy  OR dd/mm/yy,dd-mm-yy  OR dd/mm/yy,URL of image of individual,Individual's twitter handle,Individual's email address,A mobile telephone number,A voice telephone number,A facsimile telephone number,A postal address,URL to Facebook page,URL of Wikipedia page,URL to official website,Leave blank; Autofilled. Popit person ID.,Leave blank; Autofilled.,Leave blank; Autofilled.,Leave blank; Autofilled.,Leave blank; Autofilled.,Leave blank; Autofilled.,Leave blank; Autofilled.,Leave blank; Autofilled.,Leave blank; Autofilled.,Leave blank; Autofilled.,Leave blank; Autofilled.
